season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_type,win_margin,id
2015,2015-05-19,CSK,MI,Wankhede Stadium,Mumbai,MI,bat,MI,runs,25,505
2015,2015-05-20,RCB,RR,Maharashtra Cricket Association Stadium,Pune,RCB,bat,RCB,runs,71,506
2015,2015-05-22,CSK,RCB,JSCA International Stadium Complex,Ranchi,CSK,field,CSK,wickets,3,507
2015,2015-05-24,MI,CSK,Eden Gardens,Kolkata,CSK,field,MI,runs,41,508
2016,2016-04-09,MI,RPS,Wankhede Stadium,Mumbai,MI,bat,RPS,wickets,9,509
2016,2016-04-10,KKR,DC,Eden Gardens,Kolkata,KKR,field,KKR,wickets,9,510
2016,2016-04-11,PBKS,GL,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,GL,field,GL,wickets,5,511
2016,2016-04-12,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,field,RCB,runs,45,512
2016,2016-04-13,KKR,MI,Eden Gardens,Kolkata,MI,field,MI,wickets,6,513
2016,2016-04-14,GL,RPS,Saurashtra Cricket Association Stadium,Rajkot,RPS,bat,GL,wickets,7,514
2016,2016-04-15,DC,PBKS,Feroz Shah Kotla,Delhi,DC,field,DC,wickets,8,515
2016,2016-04-16,MI,GL,Wankhede Stadium,Mumbai,GL,field,GL,wickets,3,516
2016,2016-04-16,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,KKR,wickets,8,517
2016,2016-04-17,PBKS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,RPS,bat,PBKS,wickets,6,518
2016,2016-04-17,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,DC,wickets,7,519
2016,2016-04-18,SRH,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,field,SRH,wickets,7,520
2016,2016-04-19,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,KKR,field,KKR,wickets,6,521
2016,2016-04-20,MI,RCB,Wankhede Stadium,Mumbai,MI,field,MI,wickets,6,522
2016,2016-04-21,GL,SRH,Saurashtra Cricket Association Stadium,Rajkot,SRH,field,SRH,wickets,10,523
2016,2016-04-22,RPS,RCB,Maharashtra Cricket Association Stadium,Pune,RPS,field,RCB,runs,13,524
2016,2016-04-23,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,field,SRH,wickets,5,525
2016,2016-04-23,DC,MI,Feroz Shah Kotla,Delhi,MI,field,DC,runs,10,526
2016,2016-04-24,RPS,KKR,Maharashtra Cricket Association Stadium,Pune,KKR,field,KKR,wickets,2,527
2016,2016-04-24,GL,RCB,Saurashtra Cricket Association Stadium,Rajkot,RCB,bat,GL,wickets,6,528
2016,2016-04-25,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,PBKS,field,MI,runs,25,529
2016,2016-04-26,SRH,RPS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RPS,field,RPS,runs,34,530
2016,2016-04-27,DC,GL,Feroz Shah Kotla,Delhi,DC,field,GL,runs,1,531
2016,2016-04-28,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,wickets,6,532
2016,2016-04-29,RPS,GL,Maharashtra Cricket Association Stadium,Pune,GL,field,GL,wickets,3,533
2016,2016-04-30,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RCB,field,SRH,runs,15,534
2016,2016-04-30,DC,KKR,Feroz Shah Kotla,Delhi,KKR,field,DC,runs,27,535
2016,2016-05-01,RPS,MI,Maharashtra Cricket Association Stadium,Pune,MI,field,MI,wickets,8,536
2016,2016-05-01,GL,PBKS,Saurashtra Cricket Association Stadium,Rajkot,GL,field,PBKS,runs,23,537
2016,2016-05-02,RCB,KKR,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,wickets,5,538
2016,2016-05-03,GL,DC,Saurashtra Cricket Association Stadium,Rajkot,DC,field,DC,wickets,8,539
2016,2016-05-04,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,KKR,runs,7,540
2016,2016-05-05,DC,RPS,Feroz Shah Kotla,Delhi,RPS,field,RPS,wickets,7,541
2016,2016-05-06,SRH,GL,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,field,SRH,wickets,5,542
2016,2016-05-07,RCB,RPS,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,7,543
2016,2016-05-07,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,DC,field,PBKS,runs,9,544
2016,2016-05-08,KKR,GL,Eden Gardens,Kolkata,GL,field,GL,wickets,5,545
2016,2016-05-08,MI,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,MI,field,SRH,runs,85,546
2016,2016-05-09,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,PBKS,field,RCB,runs,1,547
2016,2016-05-10,RPS,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,SRH,bat,SRH,runs,4,548
2016,2016-05-11,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,wickets,6,549
2016,2016-05-12,SRH,DC,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC,field,DC,wickets,7,550
2016,2016-05-13,MI,PBKS,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,MI,bat,PBKS,wickets,7,551
2016,2016-05-14,RCB,GL,M Chinnaswamy Stadium,Bangalore,GL,field,RCB,runs,144,552
2016,2016-05-14,KKR,RPS,Eden Gardens,Kolkata,RPS,bat,KKR,wickets,8,553
2016,2016-05-15,PBKS,SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,PBKS,bat,SRH,wickets,7,554
2016,2016-05-15,MI,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,field,MI,runs,80,555
2016,2016-05-16,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,wickets,9,556
2016,2016-05-17,RPS,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,RPS,field,RPS,runs,19,557
2016,2016-05-18,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,RCB,runs,82,558
2016,2016-05-19,GL,KKR,Green Park,Kanpur,GL,field,GL,wickets,6,559
2016,2016-05-20,DC,SRH,Shaheed Veer Narayan Singh International Stadium,Raipur,DC,field,DC,wickets,6,560
2016,2016-05-21,GL,MI,Green Park,Kanpur,GL,field,GL,wickets,6,561
2016,2016-05-21,RPS,PBKS,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,PBKS,bat,RPS,wickets,4,562
2016,2016-05-22,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,runs,22,563
2016,2016-05-22,DC,RCB,Shaheed Veer Narayan Singh International Stadium,Raipur,RCB,field,RCB,wickets,6,564
2016,2016-05-24,GL,RCB,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,4,565
2016,2016-05-25,SRH,KKR,Feroz Shah Kotla,Delhi,KKR,field,SRH,runs,22,566
2016,2016-05-27,GL,SRH,Feroz Shah Kotla,Delhi,SRH,field,SRH,wickets,4,567
2016,2016-05-29,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,bat,SRH,runs,8,568
2017,2017-04-05,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RCB,field,SRH,runs,35,569
2017,2017-04-06,RPS,MI,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,wickets,7,570
2017,2017-04-07,GL,KKR,Saurashtra Cricket Association Stadium,Rajkot,KKR,field,KKR,wickets,10,571
2017,2017-04-08,PBKS,RPS,Holkar Cricket Stadium,Indore,PBKS,field,PBKS,wickets,6,572
2017,2017-04-08,RCB,DC,M.Chinnaswamy Stadium,Bengaluru,RCB,bat,RCB,runs,15,573
2017,2017-04-09,SRH,GL,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,field,SRH,wickets,9,574
2017,2017-04-09,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,wickets,4,575
2017,2017-04-10,PBKS,RCB,Holkar Cricket Stadium,Indore,RCB,bat,PBKS,wickets,8,576
2017,2017-04-11,RPS,DC,Maharashtra Cricket Association Stadium,Pune,RPS,field,DC,runs,97,577
2017,2017-04-12,MI,SRH,Wankhede Stadium,Mumbai,MI,field,MI,wickets,4,578
2017,2017-04-13,KKR,PBKS,Eden Gardens,Kolkata,KKR,field,KKR,wickets,8,579
2017,2017-04-14,GL,RPS,Saurashtra Cricket Association Stadium,Rajkot,GL,field,GL,wickets,7,580
2017,2017-04-14,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,wickets,4,581
2017,2017-04-15,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,runs,17,582
2017,2017-04-15,DC,PBKS,Feroz Shah Kotla,Delhi,DC,bat,DC,runs,51,583
2017,2017-04-16,RCB,RPS,M Chinnaswamy Stadium,Bangalore,RCB,field,RPS,runs,27,584
2017,2017-04-16,MI,GL,Wankhede Stadium,Mumbai,MI,field,MI,wickets,6,585
2017,2017-04-17,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PBKS,field,SRH,runs,5,586
2017,2017-04-17,DC,KKR,Feroz Shah Kotla,Delhi,DC,bat,KKR,wickets,4,587
2017,2017-04-18,GL,RCB,Saurashtra Cricket Association Stadium,Rajkot,GL,field,RCB,runs,21,588
2017,2017-04-19,SRH,DC,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,SRH,runs,15,589
2017,2017-04-20,PBKS,MI,Holkar Cricket Stadium,Indore,MI,field,MI,wickets,8,590
2017,2017-04-21,KKR,GL,Eden Gardens,Kolkata,GL,field,GL,wickets,4,591
2017,2017-04-22,RPS,SRH,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,wickets,6,592
2017,2017-04-22,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,runs,14,593
2017,2017-04-23,GL,PBKS,Saurashtra Cricket Association Stadium,Rajkot,GL,field,PBKS,runs,26,594
2017,2017-04-23,KKR,RCB,Eden Gardens,Kolkata,RCB,field,KKR,runs,82,595
2017,2017-04-24,MI,RPS,Wankhede Stadium,Mumbai,MI,field,RPS,runs,3,596
2017,2017-04-26,RPS,KKR,Maharashtra Cricket Association Stadium,Pune,KKR,field,KKR,wickets,7,597
2017,2017-04-27,RCB,GL,M Chinnaswamy Stadium,Bangalore,GL,field,GL,wickets,7,598
2017,2017-04-28,KKR,DC,Eden Gardens,Kolkata,KKR,field,KKR,wickets,7,599
2017,2017-04-28,PBKS,SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,PBKS,field,SRH,runs,26,600
2017,2017-04-29,RPS,RCB,Maharashtra Cricket Association Stadium,Pune,RCB,field,RPS,runs,61,601
2017,2017-04-30,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,10,602
2017,2017-04-30,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,KKR,field,SRH,runs,48,603
2017,2017-05-01,MI,RCB,Wankhede Stadium,Mumbai,RCB,bat,MI,wickets,5,604
2017,2017-05-01,RPS,GL,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,wickets,5,605
2017,2017-05-02,DC,SRH,Feroz Shah Kotla,Delhi,DC,field,DC,wickets,6,606
2017,2017-05-03,KKR,RPS,Eden Gardens,Kolkata,RPS,field,RPS,wickets,4,607
2017,2017-05-04,DC,GL,Feroz Shah Kotla,Delhi,DC,field,DC,wickets,7,608
2017,2017-05-05,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,RCB,field,PBKS,runs,19,609
2017,2017-05-06,SRH,RPS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,field,RPS,runs,12,610
2017,2017-05-06,DC,MI,Feroz Shah Kotla,Delhi,DC,field,MI,runs,146,611
2017,2017-05-07,PBKS,GL,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,GL,field,GL,wickets,6,612
2017,2017-05-07,RCB,KKR,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,wickets,6,613
2017,2017-05-08,SRH,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,MI,bat,SRH,wickets,7,614
2017,2017-05-09,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,KKR,field,PBKS,runs,14,615
2017,2017-05-10,GL,DC,Green Park,Kanpur,DC,field,DC,wickets,2,616
2017,2017-05-11,MI,PBKS,Wankhede Stadium,Mumbai,MI,field,PBKS,runs,7,617
2017,2017-05-12,DC,RPS,Feroz Shah Kotla,Delhi,DC,bat,DC,runs,7,618
2017,2017-05-13,GL,SRH,Green Park,Kanpur,SRH,field,SRH,wickets,8,619
2017,2017-05-13,KKR,MI,Eden Gardens,Kolkata,KKR,field,MI,runs,9,620
2017,2017-05-14,RPS,PBKS,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,wickets,9,621
2017,2017-05-14,DC,RCB,Feroz Shah Kotla,Delhi,RCB,bat,RCB,runs,10,622
2017,2017-05-16,MI,RPS,Wankhede Stadium,Mumbai,MI,field,RPS,runs,20,623
2017,2017-05-17,SRH,KKR,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,wickets,7,624
2017,2017-05-19,MI,KKR,M Chinnaswamy Stadium,Bangalore,MI,field,MI,wickets,6,625
2017,2017-05-21,MI,RPS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,MI,bat,MI,runs,1,626
2018,2018-04-07,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,wickets,1,627
2018,2018-04-08,DC,PBKS,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,field,PBKS,wickets,6,628
2018,2018-04-08,RCB,KKR,Eden Gardens,Kolkata,KKR,field,KKR,wickets,4,629
2018,2018-04-09,RR,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,SRH,wickets,9,630
2018,2018-04-10,KKR,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,wickets,5,631
2018,2018-04-11,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,field,RR,runs,10,632
2018,2018-04-12,MI,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,SRH,wickets,1,633
2018,2018-04-13,PBKS,RCB,M.Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,wickets,4,634
2018,2018-04-14,MI,DC,Wankhede Stadium,Mumbai,DC,field,DC,wickets,7,635
2018,2018-04-14,KKR,SRH,Eden Gardens,Kolkata,SRH,field,SRH,wickets,5,636
2018,2018-04-15,RR,RCB,M.Chinnaswamy Stadium,Bengaluru,RCB,field,RR,runs,19,637
2018,2018-04-15,PBKS,CSK,Punjab Cricket Association IS Bindra Stadium,Chandigarh,CSK,field,PBKS,runs,4,638
2018,2018-04-16,KKR,DC,Eden Gardens,Kolkata,DC,field,KKR,runs,71,639
2018,2018-04-17,MI,RCB,Wankhede Stadium,Mumbai,RCB,field,MI,runs,46,640
2018,2018-04-18,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,KKR,wickets,7,641
2018,2018-04-19,PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,bat,PBKS,runs,15,642
2018,2018-04-20,CSK,RR,Maharashtra Cricket Association Stadium,Pune,RR,field,CSK,runs,64,643
2018,2018-04-21,DC,RCB,M.Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,wickets,6,644
2018,2018-04-21,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,PBKS,wickets,9,645
2018,2018-04-22,CSK,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,CSK,runs,4,646
2018,2018-04-22,MI,RR,Sawai Mansingh Stadium,Jaipur,MI,bat,RR,wickets,3,647
2018,2018-04-23,PBKS,DC,Arun Jaitley Stadium,Delhi,DC,field,PBKS,runs,4,648
2018,2018-04-24,SRH,MI,Wankhede Stadium,Mumbai,MI,field,SRH,runs,31,649
2018,2018-04-25,RCB,CSK,M.Chinnaswamy Stadium,Bengaluru,CSK,field,CSK,wickets,5,650
2018,2018-04-26,SRH,PBKS,Rajiv Gandhi International Stadium,Hyderabad,PBKS,field,SRH,runs,13,651
2018,2018-04-27,DC,KKR,Arun Jaitley Stadium,Delhi,KKR,field,DC,runs,55,652
2018,2018-04-28,CSK,MI,Maharashtra Cricket Association Stadium,Pune,MI,field,MI,wickets,8,653
2018,2018-04-29,SRH,RR,Sawai Mansingh Stadium,Jaipur,SRH,bat,SRH,runs,11,654
2018,2018-04-29,RCB,KKR,M.Chinnaswamy Stadium,Bengaluru,KKR,field,KKR,wickets,6,655
2018,2018-04-30,CSK,DC,Maharashtra Cricket Association Stadium,Pune,DC,field,CSK,runs,13,656
2018,2018-05-01,RCB,MI,M.Chinnaswamy Stadium,Bengaluru,MI,field,RCB,runs,14,657
2018,2018-05-02,DC,RR,Arun Jaitley Stadium,Delhi,RR,field,DC,runs,4,658
2018,2018-05-03,CSK,KKR,Eden Gardens,Kolkata,KKR,field,KKR,wickets,6,659
2018,2018-05-04,PBKS,MI,Holkar Cricket Stadium,Indore,MI,field,MI,wickets,6,660
2018,2018-05-05,DC,SRH,Rajiv Gandhi International Stadium,Hyderabad,DC,bat,SRH,wickets,7,661
2018,2018-05-05,RCB,CSK,Maharashtra Cricket Association Stadium,Pune,CSK,field,CSK,wickets,6,662
2018,2018-05-06,RR,PBKS,Holkar Cricket Stadium,Indore,PBKS,field,PBKS,wickets,6,663
2018,2018-05-06,MI,KKR,Wankhede Stadium,Mumbai,KKR,field,MI,runs,13,664
2018,2018-05-07,SRH,RCB,Rajiv Gandhi International Stadium,Hyderabad,RCB,field,SRH,runs,5,665
2018,2018-05-08,RR,PBKS,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,runs,15,666
2018,2018-05-09,MI,KKR,Eden Gardens,Kolkata,KKR,field,MI,runs,102,667
2018,2018-05-10,DC,SRH,Arun Jaitley Stadium,Delhi,DC,bat,SRH,wickets,9,668
2018,2018-05-11,CSK,RR,Sawai Mansingh Stadium,Jaipur,CSK,bat,RR,wickets,4,669
2018,2018-05-12,KKR,PBKS,Holkar Cricket Stadium,Indore,PBKS,field,KKR,runs,31,670
2018,2018-05-12,DC,RCB,Arun Jaitley Stadium,Delhi,RCB,field,RCB,wickets,5,671
2018,2018-05-13,SRH,CSK,Maharashtra Cricket Association Stadium,Pune,CSK,field,CSK,wickets,8,672
2018,2018-05-13,MI,RR,Wankhede Stadium,Mumbai,RR,field,RR,wickets,7,673
2018,2018-05-14,PBKS,RCB,Holkar Cricket Stadium,Indore,RCB,field,RCB,wickets,10,674
2018,2018-05-15,RR,KKR,Eden Gardens,Kolkata,KKR,field,KKR,wickets,6,675
2018,2018-05-16,MI,PBKS,Wankhede Stadium,Mumbai,PBKS,field,MI,runs,3,676
2018,2018-05-17,RCB,SRH,M.Chinnaswamy Stadium,Bengaluru,SRH,field,RCB,runs,14,677
2018,2018-05-18,DC,CSK,Arun Jaitley Stadium,Delhi,CSK,field,DC,runs,34,678
2018,2018-05-19,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,runs,30,679
2018,2018-05-19,SRH,KKR,Rajiv Gandhi International Stadium,Hyderabad,SRH,bat,KKR,wickets,5,680
2018,2018-05-20,DC,MI,Arun Jaitley Stadium,Delhi,DC,bat,DC,runs,11,681
2018,2018-05-20,PBKS,CSK,Maharashtra Cricket Association Stadium,Pune,CSK,field,CSK,wickets,5,682
2018,2018-05-22,SRH,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,wickets,2,683
2018,2018-05-23,KKR,RR,Eden Gardens,Kolkata,RR,field,KKR,runs,25,684
2018,2018-05-25,SRH,KKR,Eden Gardens,Kolkata,KKR,field,SRH,runs,14,685
2018,2018-05-27,SRH,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,wickets,8,686
2019,2019-03-23,RCB,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,wickets,7,687
2019,2019-03-24,SRH,KKR,Eden Gardens,Kolkata,KKR,field,KKR,wickets,6,688
2019,2019-03-24,DC,MI,Wankhede Stadium,Mumbai,MI,field,DC,runs,37,689
2019,2019-03-25,PBKS,RR,Sawai Mansingh Stadium,Jaipur,RR,field,PBKS,runs,14,690
2019,2019-03-26,DC,CSK,Arun Jaitley Stadium,Delhi,DC,bat,CSK,wickets,6,691
2019,2019-03-27,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,KKR,runs,28,692
2019,2019-03-28,MI,RCB,M.Chinnaswamy Stadium,Bengaluru,RCB,field,MI,runs,6,693
2019,2019-03-29,RR,SRH,Rajiv Gandhi International Stadium,Hyderabad,RR,bat,SRH,wickets,5,694
2019,2019-03-30,MI,PBKS,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,field,PBKS,wickets,8,695
2019,2019-03-31,SRH,RCB,Rajiv Gandhi International Stadium,Hyderabad,RCB,field,SRH,runs,118,696
2019,2019-03-31,CSK,RR,MA Chidambaram Stadium,Chennai,RR,field,CSK,runs,8,697
2019,2019-04-01,PBKS,DC,Punjab Cricket Association IS Bindra Stadium,Chandigarh,DC,field,PBKS,runs,14,698
2019,2019-04-02,RCB,RR,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,7,699
2019,2019-04-03,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,MI,runs,37,700
2019,2019-04-04,DC,SRH,Arun Jaitley Stadium,Delhi,SRH,field,SRH,wickets,5,701
2019,2019-04-05,RCB,KKR,M.Chinnaswamy Stadium,Bengaluru,KKR,field,KKR,wickets,5,702
2019,2019-04-06,CSK,PBKS,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,runs,22,703
2019,2019-04-06,MI,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,MI,runs,40,704
2019,2019-04-07,RCB,DC,M.Chinnaswamy Stadium,Bengaluru,DC,field,DC,wickets,4,705
2019,2019-04-07,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,KKR,wickets,8,706
2019,2019-04-08,SRH,PBKS,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,field,PBKS,wickets,6,707
2019,2019-04-09,KKR,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,wickets,7,708
2019,2019-04-10,PBKS,MI,Wankhede Stadium,Mumbai,MI,field,MI,wickets,3,709
2019,2019-04-11,RR,CSK,Sawai Mansingh Stadium,Jaipur,CSK,field,CSK,wickets,4,710
2019,2019-04-12,KKR,DC,Eden Gardens,Kolkata,DC,field,DC,wickets,7,711
2019,2019-04-13,MI,RR,Wankhede Stadium,Mumbai,RR,field,RR,wickets,4,712
2019,2019-04-13,PBKS,RCB,Punjab Cricket Association IS Bindra Stadium,Chandigarh,RCB,field,RCB,wickets,8,713
2019,2019-04-14,KKR,CSK,Eden Gardens,Kolkata,CSK,field,CSK,wickets,5,714
2019,2019-04-14,DC,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,DC,runs,39,715
2019,2019-04-15,RCB,MI,Wankhede Stadium,Mumbai,MI,field,MI,wickets,5,716
2019,2019-04-16,PBKS,RR,Punjab Cricket Association IS Bindra Stadium,Chandigarh,RR,field,PBKS,runs,12,717
2019,2019-04-17,CSK,SRH,Rajiv Gandhi International Stadium,Hyderabad,CSK,bat,SRH,wickets,6,718
2019,2019-04-18,MI,DC,Arun Jaitley Stadium,Delhi,MI,bat,MI,runs,40,719
2019,2019-04-19,RCB,KKR,Eden Gardens,Kolkata,KKR,field,RCB,runs,10,720
2019,2019-04-20,MI,RR,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,5,721
2019,2019-04-20,PBKS,DC,Arun Jaitley Stadium,Delhi,DC,field,DC,wickets,5,722
2019,2019-04-21,KKR,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,SRH,wickets,9,723
2019,2019-04-21,RCB,CSK,M.Chinnaswamy Stadium,Bengaluru,CSK,field,RCB,runs,1,724
2019,2019-04-22,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,field,DC,wickets,6,725
2019,2019-04-23,SRH,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,wickets,6,726
2019,2019-04-24,RCB,PBKS,M.Chinnaswamy Stadium,Bengaluru,PBKS,field,RCB,runs,17,727
2019,2019-04-25,KKR,RR,Eden Gardens,Kolkata,RR,field,RR,wickets,3,728
2019,2019-04-26,MI,CSK,MA Chidambaram Stadium,Chennai,CSK,field,MI,runs,46,729
2019,2019-04-27,SRH,RR,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,7,730
2019,2019-04-28,DC,RCB,Arun Jaitley Stadium,Delhi,DC,bat,DC,runs,16,731
2019,2019-04-28,KKR,MI,Eden Gardens,Kolkata,MI,field,KKR,runs,34,732
2019,2019-04-29,SRH,PBKS,Rajiv Gandhi International Stadium,Hyderabad,PBKS,field,SRH,runs,45,733
2019,2019-05-01,CSK,DC,MA Chidambaram Stadium,Chennai,DC,field,CSK,runs,80,734
2019,2019-05-03,PBKS,KKR,Punjab Cricket Association IS Bindra Stadium,Chandigarh,KKR,field,KKR,wickets,7,735
2019,2019-05-04,RR,DC,Arun Jaitley Stadium,Delhi,RR,bat,DC,wickets,5,736
2019,2019-05-04,SRH,RCB,M.Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,wickets,4,737
2019,2019-05-05,CSK,PBKS,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,field,PBKS,wickets,6,738
2019,2019-05-05,KKR,MI,Wankhede Stadium,Mumbai,MI,field,MI,wickets,9,739
2019,2019-05-07,CSK,MI,MA Chidambaram Stadium,Chennai,CSK,bat,MI,wickets,6,740
2019,2019-05-08,SRH,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,field,DC,wickets,2,741
2019,2019-05-10,DC,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,CSK,field,CSK,wickets,6,742
2019,2019-05-12,MI,CSK,Rajiv Gandhi International Stadium,Hyderabad,MI,bat,MI,runs,1,743
2020,2020-09-19,MI,CSK,Sheikh Zayed Stadium,Abu Dhabi,CSK,field,CSK,wickets,5,744
2020,2020-09-21,RCB,SRH,Dubai International Cricket Stadium,Unknown City,SRH,field,RCB,runs,10,745
2020,2020-09-22,RR,CSK,Sharjah Cricket Stadium,Unknown City,CSK,field,RR,runs,16,746
2020,2020-09-23,MI,KKR,Sheikh Zayed Stadium,Abu Dhabi,KKR,field,MI,runs,49,747
2020,2020-09-24,PBKS,RCB,Dubai International Cricket Stadium,Unknown City,RCB,field,PBKS,runs,97,748
2020,2020-09-25,DC,CSK,Dubai International Cricket Stadium,Unknown City,CSK,field,DC,runs,44,749
2020,2020-09-26,SRH,KKR,Sheikh Zayed Stadium,Abu Dhabi,SRH,bat,KKR,wickets,7,750
2020,2020-09-27,PBKS,RR,Sharjah Cricket Stadium,Unknown City,RR,field,RR,wickets,4,751
2020,2020-09-29,SRH,DC,Sheikh Zayed Stadium,Abu Dhabi,DC,field,SRH,runs,15,752
2020,2020-09-30,KKR,RR,Dubai International Cricket Stadium,Unknown City,RR,field,KKR,runs,37,753
2020,2020-10-01,MI,PBKS,Sheikh Zayed Stadium,Abu Dhabi,PBKS,field,MI,runs,48,754
